RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,64.0,169.0,2.0,62.0,24.0,0.0,0.0,95.0,15.0,6.0,6.0,24.0,3.0,29.0,0.0,2.0,2.0,44.0,85.0,5.0,2.0,1.0,64.0
Good,83.0,212.0,5.0,108.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,25.0,9.0,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,40.0
Good,73.0,183.0,7.0,69.0,16.0,1.0,0.0,94.0,1.0,3.0,5.0,16.0,2.0,24.0,0.0,1.0,1.0,5.0,77.0,3.0,2.0,0.0,40.0
Good,82.0,175.0,22.0,100.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,0.0,33.0,0.0,0.0,0.0,-8.0,-8.0,1.0,1.0,1.0,100.0
Good,82.0,-8.0,2.0,89.0,30.0,0.0,0.0,88.0,0.0,4.0,6.0,30.0,2.0,23.0,0.0,6.0,6.0,4.0,81.0,4.0,2.0,0.0,60.0
Good,72.0,146.0,13.0,61.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,57.0,-7.0,0.0,0.0,55.0,-8.0,1.0,1.0,1.0,80.0
Good,75.0,39.0,15.0,26.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,100.0,0.0,2.0,2.0,100.0,-8.0,2.0,1.0,1.0,100.0
Bad,89.0,174.0,6.0,87.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,27.0,-7.0,0.0,0.0,6.0,76.0,3.0,3.0,0.0,55.0
Good,77.0,222.0,16.0,99.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,0.0,24.0,-7.0,1.0,1.0,71.0,-8.0,8.0,2.0,3.0,79.0
Bad,59.0,174.0,0.0,66.0,17.0,3.0,3.0,50.0,5.0,0.0,2.0,26.0,6.0,25.0,0.0,1.0,1.0,43.0,-8.0,5.0,1.0,1.0,86.0
Good,82.0,187.0,3.0,88.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,2.0,33.0,-7.0,0.0,0.0,26.0,-8.0,3.0,-8.0,1.0,67.0
Bad,83.0,-8.0,9.0,82.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,1.0,38.0,-7.0,0.0,0.0,0.0,-8.0,0.0,1.0,-8.0,0.0
Bad,78.0,-8.0,2.0,69.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,1.0,33.0,-7.0,1.0,1.0,28.0,-8.0,2.0,1.0,1.0,78.0
Bad,85.0,136.0,7.0,58.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,1.0,50.0,0.0,1.0,1.0,3.0,-8.0,1.0,1.0,0.0,55.0
Good,87.0,-8.0,2.0,93.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,1.0,33.0,-8.0,0.0,0.0,13.0,-8.0,2.0,1.0,0.0,50.0
Bad,61.0,140.0,9.0,59.0,22.0,0.0,0.0,90.0,36.0,6.0,6.0,7.0,1.0,33.0,0.0,3.0,3.0,31.0,87.0,5.0,3.0,0.0,77.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,68.0,199.0,3.0,62.0,36.0,0.0,0.0,100.0,-7.0,7.0,8.0,36.0,2.0,45.0,0.0,0.0,0.0,14.0,-8.0,3.0,2.0,0.0,24.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,78.0,184.0,6.0,78.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,25.0,0.0,2.0,2.0,54.0,76.0,5.0,3.0,2.0,77.0
Good,80.0,216.0,7.0,96.0,28.0,0.0,0.0,96.0,72.0,6.0,6.0,29.0,1.0,31.0,0.0,0.0,0.0,3.0,-8.0,5.0,2.0,0.0,88.0
Bad,69.0,115.0,21.0,44.0,21.0,0.0,0.0,92.0,11.0,4.0,6.0,21.0,0.0,47.0,0.0,0.0,0.0,87.0,85.0,4.0,3.0,2.0,86.0
Good,78.0,282.0,6.0,113.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,1.0,15.0,-7.0,1.0,1.0,21.0,-8.0,6.0,-8.0,2.0,71.0
Good,70.0,187.0,15.0,107.0,24.0,0.0,0.0,89.0,2.0,4.0,6.0,25.0,0.0,10.0,0.0,1.0,1.0,63.0,-8.0,7.0,-8.0,2.0,83.0
Bad,62.0,197.0,7.0,80.0,22.0,2.0,2.0,100.0,-7.0,6.0,8.0,24.0,3.0,6.0,0.0,4.0,4.0,84.0,-8.0,7.0,-8.0,4.0,100.0
Bad,56.0,198.0,4.0,79.0,17.0,4.0,1.0,81.0,2.0,0.0,2.0,17.0,1.0,35.0,-7.0,0.0,0.0,44.0,-8.0,4.0,1.0,1.0,73.0
Good,78.0,150.0,6.0,72.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,2.0,13.0,-7.0,0.0,0.0,0.0,-8.0,4.0,-8.0,0.0,21.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,86.0,206.0,5.0,73.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,27.0,0.0,0.0,0.0,5.0,-8.0,4.0,1.0,0.0,62.0
Good,83.0,179.0,5.0,95.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,1.0,33.0,-7.0,1.0,1.0,2.0,-8.0,2.0,1.0,1.0,47.0
Good,88.0,153.0,1.0,74.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,2.0,27.0,-7.0,1.0,1.0,1.0,82.0,1.0,3.0,0.0,64.0
Bad,75.0,175.0,10.0,69.0,21.0,0.0,0.0,86.0,4.0,4.0,6.0,33.0,1.0,25.0,-7.0,0.0,0.0,3.0,-8.0,2.0,2.0,0.0,43.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,67.0,-8.0,18.0,90.0,1.0,0.0,0.0,83.0,-8.0,6.0,6.0,1.0,0.0,33.0,12.0,0.0,0.0,67.0,98.0,2.0,2.0,0.0,100.0
Bad,51.0,-8.0,6.0,23.0,9.0,1.0,0.0,67.0,4.0,4.0,5.0,9.0,1.0,40.0,-7.0,1.0,1.0,98.0,-8.0,2.0,1.0,1.0,100.0
Bad,68.0,193.0,6.0,63.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,5.0,33.0,0.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,57.0
Bad,60.0,115.0,7.0,61.0,15.0,0.0,0.0,75.0,29.0,6.0,6.0,15.0,1.0,60.0,0.0,2.0,2.0,75.0,82.0,2.0,2.0,1.0,100.0
Good,83.0,162.0,11.0,99.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,1.0,50.0,1.0,3.0,3.0,4.0,-8.0,5.0,2.0,0.0,100.0
Bad,86.0,194.0,16.0,89.0,5.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,0.0,50.0,0.0,0.0,0.0,33.0,-8.0,2.0,1.0,0.0,57.0
Bad,61.0,159.0,2.0,53.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,4.0,24.0,0.0,2.0,2.0,55.0,94.0,4.0,3.0,3.0,86.0
Bad,70.0,206.0,4.0,89.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,2.0,0.0,-7.0,0.0,0.0,67.0,-8.0,6.0,-8.0,0.0,100.0
Good,91.0,212.0,4.0,93.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,55.0,-7.0,0.0,0.0,4.0,54.0,1.0,6.0,0.0,43.0
Good,62.0,196.0,6.0,70.0,23.0,4.0,2.0,89.0,5.0,4.0,3.0,23.0,1.0,22.0,2.0,2.0,2.0,32.0,90.0,4.0,2.0,1.0,24.0
Good,72.0,199.0,15.0,86.0,19.0,1.0,0.0,91.0,14.0,6.0,5.0,22.0,0.0,44.0,0.0,0.0,0.0,31.0,55.0,5.0,3.0,1.0,69.0
Bad,81.0,162.0,1.0,79.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,1.0,0.0,0.0,2.0,2.0,15.0,-8.0,2.0,-8.0,0.0,100.0
Good,72.0,169.0,5.0,69.0,11.0,0.0,0.0,97.0,11.0,4.0,6.0,12.0,1.0,8.0,0.0,0.0,0.0,43.0,-8.0,4.0,1.0,2.0,18.0
Good,75.0,183.0,3.0,87.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,38.0,-7.0,1.0,1.0,40.0,-8.0,3.0,1.0,2.0,71.0
Bad,79.0,190.0,9.0,98.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,2.0,29.0,0.0,0.0,0.0,42.0,-8.0,5.0,1.0,1.0,67.0
Good,75.0,178.0,6.0,87.0,34.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.0,1.0,29.0,-7.0,1.0,1.0,14.0,-8.0,3.0,1.0,1.0,57.0
Bad,73.0,69.0,6.0,40.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,1.0,50.0,1.0,1.0,1.0,89.0,-8.0,1.0,1.0,0.0,100.0
Bad,72.0,191.0,12.0,81.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,0.0,23.0,0.0,4.0,4.0,18.0,-8.0,3.0,2.0,1.0,62.0
Good,88.0,198.0,6.0,65.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,1.0,20.0,0.0,1.0,1.0,7.0,-8.0,2.0,2.0,0.0,64.0
Good,74.0,204.0,7.0,72.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,32.0,0.0,2.0,2.0,0.0,80.0,1.0,2.0,0.0,33.0
Bad,62.0,196.0,3.0,88.0,10.0,1.0,1.0,89.0,28.0,6.0,5.0,16.0,1.0,43.0,0.0,0.0,0.0,45.0,63.0,2.0,3.0,1.0,90.0
Bad,72.0,172.0,8.0,59.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,26.0,0.0,0.0,0.0,34.0,60.0,5.0,2.0,2.0,60.0
Good,85.0,204.0,9.0,66.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,2.0,13.0,0.0,0.0,0.0,6.0,96.0,5.0,2.0,0.0,50.0
Good,71.0,163.0,6.0,70.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,2.0,28.0,-7.0,0.0,0.0,46.0,-8.0,4.0,2.0,1.0,55.0
Good,73.0,154.0,18.0,55.0,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,0.0,27.0,-7.0,0.0,0.0,43.0,-8.0,4.0,2.0,2.0,75.0
Good,74.0,188.0,6.0,80.0,21.0,1.0,1.0,89.0,12.0,6.0,3.0,23.0,1.0,10.0,-7.0,1.0,1.0,2.0,-8.0,1.0,1.0,0.0,63.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,75.0,151.0,4.0,69.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,30.0,0.0,1.0,1.0,31.0,80.0,4.0,2.0,1.0,62.0
Bad,56.0,185.0,4.0,56.0,41.0,0.0,0.0,100.0,-7.0,7.0,8.0,41.0,3.0,29.0,0.0,1.0,1.0,55.0,-8.0,8.0,1.0,3.0,64.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,84.0,123.0,4.0,52.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,1.0,56.0,0.0,1.0,1.0,6.0,-8.0,2.0,3.0,0.0,67.0
Good,70.0,153.0,11.0,66.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,16.0,0.0,0.0,0.0,19.0,-8.0,8.0,1.0,1.0,100.0
Bad,83.0,214.0,13.0,74.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,25.0,0.0,0.0,0.0,8.0,89.0,2.0,2.0,0.0,71.0
Bad,78.0,190.0,33.0,91.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,100.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,1.0,-8.0,100.0
Good,72.0,172.0,14.0,96.0,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,36.0,0.0,38.0,-7.0,1.0,1.0,4.0,-8.0,1.0,5.0,0.0,91.0
Bad,82.0,209.0,22.0,109.0,10.0,0.0,0.0,88.0,3.0,4.0,6.0,10.0,0.0,25.0,-8.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,25.0
Good,71.0,232.0,4.0,80.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,2.0,32.0,0.0,2.0,2.0,32.0,56.0,4.0,4.0,3.0,47.0
Good,91.0,496.0,17.0,136.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,5.0,-8.0,0.0,0.0,3.0,-8.0,3.0,1.0,1.0,75.0
Bad,73.0,182.0,7.0,59.0,24.0,1.0,1.0,97.0,21.0,6.0,6.0,24.0,1.0,42.0,0.0,1.0,1.0,19.0,85.0,4.0,2.0,0.0,63.0
Bad,55.0,164.0,2.0,62.0,15.0,4.0,1.0,82.0,10.0,4.0,3.0,16.0,3.0,36.0,0.0,1.0,1.0,30.0,-8.0,2.0,1.0,1.0,100.0
Good,75.0,141.0,8.0,78.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,1.0,13.0,1.0,1.0,1.0,8.0,-8.0,4.0,1.0,0.0,43.0
Good,79.0,136.0,5.0,62.0,19.0,0.0,0.0,93.0,5.0,4.0,6.0,19.0,3.0,27.0,6.0,0.0,0.0,42.0,88.0,4.0,3.0,1.0,80.0
Good,88.0,-8.0,7.0,102.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,1.0,20.0,0.0,0.0,0.0,12.0,-8.0,3.0,1.0,0.0,75.0
Good,80.0,-8.0,9.0,115.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,1.0,23.0,-7.0,0.0,0.0,2.0,77.0,3.0,2.0,0.0,53.0
Good,83.0,463.0,8.0,101.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,1.0,38.0,-7.0,0.0,0.0,6.0,92.0,4.0,3.0,0.0,75.0
Bad,59.0,132.0,16.0,60.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,0.0,43.0,-7.0,0.0,0.0,96.0,-8.0,1.0,1.0,1.0,100.0
Good,85.0,213.0,18.0,95.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,68.0,0.0,0.0,0.0,11.0,-8.0,2.0,3.0,1.0,100.0
Bad,81.0,192.0,1.0,78.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,4.0,20.0,-7.0,1.0,1.0,22.0,-8.0,3.0,1.0,1.0,33.0
Good,86.0,179.0,17.0,105.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,40.0,0.0,0.0,0.0,13.0,-8.0,1.0,2.0,0.0,43.0
Bad,61.0,188.0,2.0,67.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,52.0,0.0,0.0,0.0,65.0,56.0,4.0,2.0,1.0,78.0
Good,83.0,-8.0,3.0,78.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,29.0,-7.0,0.0,0.0,0.0,-8.0,0.0,2.0,0.0,100.0
Good,86.0,219.0,25.0,97.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,33.0,0.0,0.0,0.0,0.0,-8.0,1.0,2.0,0.0,83.0
Good,77.0,209.0,10.0,79.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,3.0,50.0,-8.0,0.0,0.0,39.0,-8.0,2.0,1.0,2.0,60.0
Good,59.0,134.0,2.0,77.0,6.0,0.0,0.0,83.0,2.0,4.0,6.0,6.0,2.0,41.0,0.0,2.0,2.0,28.0,-8.0,1.0,1.0,1.0,33.0
Bad,81.0,175.0,2.0,65.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,1.0,40.0,0.0,0.0,0.0,42.0,71.0,3.0,4.0,3.0,75.0
Good,82.0,189.0,3.0,90.0,43.0,0.0,0.0,100.0,-7.0,7.0,8.0,45.0,6.0,43.0,0.0,4.0,4.0,6.0,80.0,5.0,5.0,0.0,65.0
Good,88.0,189.0,22.0,79.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,-8.0,3.0,-8.0,0.0,19.0
Bad,74.0,153.0,0.0,73.0,12.0,2.0,2.0,100.0,-7.0,6.0,8.0,12.0,1.0,26.0,0.0,1.0,1.0,1.0,-8.0,3.0,1.0,0.0,100.0
Good,68.0,391.0,20.0,17.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,50.0,1.0,3.0,3.0,-8.0,-8.0,1.0,1.0,-8.0,100.0
Good,71.0,204.0,2.0,79.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,2.0,25.0,4.0,1.0,1.0,2.0,-8.0,4.0,1.0,0.0,50.0
Good,86.0,153.0,15.0,85.0,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,0.0,15.0,0.0,0.0,0.0,1.0,62.0,3.0,1.0,0.0,50.0
Bad,71.0,154.0,10.0,75.0,1.0,0.0,0.0,100.0,-7.0,7.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-8.0,1.0,-8.0,0.0,-8.0
Good,82.0,154.0,11.0,51.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,1.0,33.0,-7.0,0.0,0.0,2.0,96.0,2.0,4.0,0.0,57.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,86.0,-8.0,12.0,100.0,34.0,0.0,0.0,97.0,15.0,6.0,6.0,0.0,0.0,7.0,-8.0,0.0,0.0,1.0,-8.0,1.0,1.0,0.0,75.0
Good,87.0,-8.0,17.0,87.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,0.0,41.0,-8.0,0.0,0.0,2.0,-8.0,8.0,1.0,0.0,55.0
Good,88.0,137.0,12.0,58.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,50.0,0.0,2.0,2.0,0.0,-8.0,3.0,1.0,0.0,64.0
Good,66.0,74.0,1.0,21.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,2.0,36.0,0.0,1.0,1.0,93.0,50.0,3.0,2.0,2.0,100.0
Good,81.0,140.0,4.0,55.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,2.0,53.0,-7.0,0.0,0.0,0.0,95.0,5.0,3.0,0.0,71.0
Bad,65.0,153.0,5.0,73.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,17.0,6.0,0.0,0.0,14.0,-8.0,5.0,1.0,0.0,67.0
Good,80.0,191.0,5.0,61.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,29.0,0.0,2.0,2.0,16.0,82.0,1.0,3.0,0.0,33.0
Good,84.0,117.0,16.0,51.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,57.0,-7.0,0.0,0.0,0.0,87.0,0.0,2.0,0.0,100.0
Bad,65.0,153.0,10.0,71.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,1.0,38.0,0.0,0.0,0.0,58.0,78.0,6.0,1.0,1.0,88.0
Good,65.0,140.0,3.0,46.0,21.0,1.0,1.0,96.0,28.0,6.0,2.0,23.0,3.0,24.0,0.0,2.0,2.0,31.0,93.0,6.0,2.0,1.0,64.0
Bad,60.0,177.0,11.0,92.0,27.0,1.0,1.0,90.0,5.0,0.0,2.0,30.0,1.0,32.0,-7.0,2.0,2.0,14.0,48.0,2.0,2.0,0.0,57.0
Good,80.0,141.0,2.0,57.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,5.0,33.0,1.0,2.0,2.0,2.0,-8.0,3.0,2.0,0.0,53.0
Good,83.0,197.0,8.0,84.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,1.0,43.0,0.0,0.0,0.0,10.0,-8.0,2.0,1.0,1.0,57.0
Good,80.0,128.0,5.0,63.0,4.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.0,1.0,33.0,0.0,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,57.0
Bad,56.0,164.0,1.0,59.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,5.0,38.0,0.0,1.0,1.0,72.0,93.0,5.0,2.0,1.0,91.0
Good,82.0,186.0,6.0,80.0,3.0,0.0,0.0,100.0,-7.0,7.0,8.0,3.0,1.0,13.0,-7.0,0.0,0.0,4.0,-8.0,1.0,-8.0,0.0,40.0
Good,91.0,170.0,15.0,78.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,17.0,-8.0,0.0,0.0,19.0,-8.0,4.0,1.0,0.0,33.0
Good,84.0,221.0,4.0,90.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,35.0,0.0,1.0,1.0,18.0,53.0,5.0,2.0,0.0,67.0
Bad,63.0,-8.0,14.0,107.0,0.0,1.0,0.0,67.0,54.0,6.0,5.0,0.0,1.0,100.0,-7.0,0.0,0.0,-8.0,-8.0,4.0,1.0,0.0,100.0
Good,79.0,208.0,2.0,77.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,4.0,38.0,1.0,2.0,2.0,0.0,69.0,3.0,3.0,0.0,63.0
Good,84.0,151.0,13.0,68.0,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.0,0.0,27.0,0.0,3.0,3.0,5.0,-8.0,3.0,1.0,0.0,53.0
Good,82.0,85.0,4.0,46.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,3.0,42.0,0.0,3.0,3.0,15.0,85.0,2.0,5.0,0.0,69.0
Good,79.0,191.0,15.0,95.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,31.0,0.0,0.0,0.0,5.0,74.0,2.0,3.0,0.0,91.0
Good,82.0,190.0,23.0,94.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,42.0,-7.0,1.0,1.0,4.0,-8.0,2.0,1.0,0.0,50.0
Good,86.0,165.0,10.0,76.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,1.0,24.0,-8.0,0.0,0.0,2.0,-8.0,4.0,2.0,0.0,44.0
Bad,76.0,199.0,3.0,80.0,26.0,0.0,0.0,97.0,24.0,6.0,6.0,27.0,1.0,59.0,-7.0,3.0,3.0,66.0,83.0,2.0,5.0,1.0,100.0
Bad,89.0,158.0,2.0,102.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,-8.0,2.0,-8.0,0.0,57.0
Bad,88.0,-8.0,12.0,90.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,50.0,0.0,0.0,0.0,6.0,100.0,2.0,4.0,0.0,75.0
Bad,89.0,163.0,1.0,51.0,19.0,0.0,0.0,95.0,-8.0,6.0,6.0,20.0,3.0,20.0,0.0,3.0,3.0,0.0,-8.0,1.0,1.0,0.0,33.0
Good,87.0,150.0,17.0,85.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,16.0,-7.0,0.0,0.0,15.0,-8.0,3.0,-8.0,2.0,47.0
Good,76.0,153.0,3.0,74.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,5.0,20.0,0.0,4.0,4.0,18.0,-8.0,5.0,1.0,0.0,65.0
Good,85.0,172.0,15.0,82.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,0.0,0.0,1.0,4.0,4.0,2.0,-8.0,5.0,-8.0,0.0,40.0
Bad,91.0,169.0,7.0,103.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,1.0,33.0,-8.0,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,50.0
Bad,59.0,142.0,6.0,46.0,16.0,2.0,2.0,74.0,41.0,6.0,2.0,20.0,2.0,30.0,0.0,1.0,1.0,35.0,83.0,4.0,3.0,1.0,54.0
Good,70.0,186.0,1.0,86.0,26.0,1.0,1.0,100.0,-7.0,6.0,8.0,28.0,3.0,31.0,0.0,1.0,1.0,26.0,98.0,7.0,4.0,1.0,67.0
Bad,67.0,153.0,3.0,60.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,1.0,24.0,0.0,1.0,1.0,83.0,96.0,8.0,2.0,3.0,90.0
Good,79.0,209.0,18.0,104.0,36.0,1.0,0.0,96.0,27.0,6.0,5.0,37.0,0.0,35.0,0.0,0.0,0.0,33.0,-8.0,6.0,1.0,1.0,80.0
Good,79.0,192.0,5.0,94.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,24.0,2.0,1.0,1.0,3.0,-8.0,3.0,1.0,1.0,73.0
Good,74.0,431.0,3.0,89.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,2.0,16.0,0.0,1.0,1.0,17.0,-8.0,4.0,1.0,1.0,31.0
Bad,85.0,194.0,7.0,84.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,3.0,35.0,0.0,0.0,0.0,16.0,62.0,5.0,3.0,0.0,54.0
Good,80.0,206.0,4.0,68.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,2.0,44.0,-7.0,0.0,0.0,3.0,47.0,3.0,4.0,0.0,46.0
