game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
1080.0,False,36.0,Resign,White,10+0,alexkohler,1894.0,alexkohler,1788.0,e4 e5 Nf3 Nf6 d4 d6 Nc3 Nc6 Bb5 Nge7 Bxf6+ Kxf6 Nf3 Bd,A23,3.0,King's Pawn Game: Main Line,King's Pawn Game,,Main Line
1612.0,True,33.0,Resign,Black,10+0,bob52,1547.0,kleinek,1489.0,e4 e5 Qh5 d6 Qh4+ g6 Nc3 Nf6 Nf4 d6 Nxd6 Qxd6 Qf3 b6 Bg7 d3 Nf5 Qf,C55,7.0,Sicilian Defense: Bowdler Attack,Sicilian Defense,,Bowdler Attack
2098.0,False,44.0,Resign,White,5+5,mcd,1591.0,sjm,1577.0,e4 e5 Nf3 Nc6 Nf3 Nge7 Bb5 Bd2 c6 O-O Bg4 Nge7 h3 Nxe5 Nxe5 Bxe5 Qxe5,A00,5.0,King's Indian Defense: #2,King's Indian Defense,,#2
4536.0,False,72.0,Resign,White,5+3,apilots-in-chess,1418.0,aamir_alhassan,1386.0,e4 e5 Nf3 Nc6 Nf6 d3 d5 e6 d3 Nbd7 Bg4 g5 Bg2 f,C41,6.0,Sicilian Defense: Marshall Variation,Sicilian Defense,,Marshall Defense
1158.0,True,52.0,Draw,Draw,10+0,roman_j,1787.0,jovin_chess,1789.0,d4 d5 c4 e6 Nc3 Nf6 Nf3 Nc6 Bd3 Nxd4 exd4 Nxd4 Bd3 Nxd4 Bb4 Qd3 Qa5 Qc5 Bd7 Qd2 Qxd4 Q,B01,4.0,King's Pawn: West Indian Defense,King's Pawn,,West Indian Defense
14759.0,True,37.0,Resign,White,10+30,yomitsa,1785.0,e5,1857.0,e4 e5,C27,3.0,Polish Opening,Polish Defense,,Sozin
7692.0,True,5.0,Resign,Black,10+10,ariq,1693.0,jeffersdorf,1548.0,e4 e5 Bg5 d4 exd4 Nc3 Bf4 Nf6 d5 Bxb3 Be7 Bb5 Bxe7 c3 Qd6 Qe2 Nf6 Ne,C50,3.0,Queen's Gambit,Queen's Gambit,,Stanley Variation
16078.0,True,36.0,Out of Time,Black,15+15,josephh,1494.0,kamilamir,1894.0,d4 Nc6 e4 d5 exd5 e5 Be5 Bf4 dxe5 dxe5 N,A40,5.0,Ruy Lopez: Morphy Defense,Ruy Lopez,,#4
8773.0,True,63.0,Resign,White,10+0,kreitze,1887.0,dans-serge,1560.0,e4 e5 d6 Nf3 Nc6 Bg5 Nf6 d3 d6 O-O Bg7 O-O Nbd2 Nb4 Bxb4 Bxb4 f5 Bg5 h3 Bh5 g4 h6 Bh4,C02,2.0,Philidor Defense #2,Philidor Defense,,Knight Variation
5264.0,True,56.0,Resign,Black,5+5,daricont,1748.0,vahodas,1751.0,e4 c5 Nc3 Nf6 Nf3 d6 Bc4 Nd5 e6 Ne7 f3 O-O e6 O-O Nf3 d5 Nc5 dxc5 Bf,C22,4.0,Italian Game: Giuoco Pianissimo |  Giuoco Pianissimo |  Sicilian Defense,Italian Game,,Giuoco Pianissimo
17000.0,True,5.0,Resign,White,10+0,michael_kravitz,1876.0,zatamora,1750.0,d4 d5 c5 O-O c4 e6 a3 Nf6 e3 cxd4 Nxd4 Nf3 Nc6 h3 e5 Bc5 dxc4 Bxc4 dxc4,C41,3.0,Queen's Gambit Refused,Queen's Gambit,,#2
9600.0,True,39.0,Resign,Black,10+0,hfkfkf,1401.0,mrzoom,1411.0,e4 e5 d4 c6 b3 Nf6 d5 exd5 Nbd2 Nxd5 Bxd5 Bc5 c3 Bf5 Bg5 Nc3 Bg4 Bxf4,C00,1.0,Sicilian Defense: Mason Attack,Sicilian Defense,,Mason Attack
2647.0,True,45.0,Resign,White,25+0,edgbert,1774.0,mr_h,1665.0,e4 e5 Nf3 Nc6 Bc4 Bb4 Nf6 d3 O-O Bc5 Qxc6 Qc7 Qa4 d6 d4 c6 Qc5 Nxc6 Qxc6+ Qxc,B50,3.0,Italian Game,Italian Game,,Keene's Defense #2
121018.0,True,104.0,Mate,White,10+0,time_increment,1836.0,edunov,1768.0,d4 Nf6 e4 e5 Nc6 c4 Bc2 Nxe4 Bxe4 d5 d6 cxd6 cxd6 Nxd6 Bb5+ Bd7 Qxd7 Qxg8 Qd1#,C40,3.0,Sicilian Defense,Sicilian Defense,,Karpov Variation
2427.0,True,39.0,Resign,White,15+0,the_sasquatch,1587.0,mr_moves,1510.0,Nf3 e6 d4 d5 Nf3 d4 Nc6 Bd3 Nf6 O-O c3 dxc3 bxc3 Bb4 Bd2 Nc6 Bd3 dxc3 dxc3 Bxc3,C41,5.0,Sicilian Defense #2,Sicilian Defense,,Modern Variation #2
9676.0,True,89.0,Resign,Black,10+0,mr_00,1346.0,the_carl_of_m_m_r_id_u,1353.0,e4 e5 Nf3 Nf6 Nc3 Nf6 O-O d6 c3 d6 cxd6 Nxd6 O-O,C40,2.0,Sicilian Defense,Sicilian Defense,,Mason Attack
7078.0,True,30.0,Resign,Black,10+0,hgreggy,1601.0,arthur-gordon,1607.0,c4 Nc6 d4 c5 Nf3 Nc3 e6 e3 Nd4 Bc5 O-O Bg4 Bxc5 bxc5 dxe6 dxe6 N,A40,3.0,King's Gambit Accepted,King's Gambit,Accepted,Knight Variation
8192.0,True,20.0,Mate,Black,30+0,poocasso,1367.0,mr_mrtx,1313.0,e4 e5 Bc4 e6 Nf3 Nc6 Nf4 c5 Nxd5 Nc3 Bb4 Bc5 d4 Re1 Nf6 dxe5+ Nxe5 Nxe5 Q,C42,4.0,Sicilian Defense: Scheveningen Variation,Sicilian Defense,,Scheveningen Variation
1777.0,True,45.0,Mate,Black,10+0,mr_m_r_m_u_x,1791.0,chicago_chess_and_doom,1791.0,e4 e5 Nf3 Nc6 d4 c5 Bc4 d6 Nd4 h6 Qb3 Nc6 Qe2 Nf6 Bd3,A04,3.0,Italian Game: Italian Variation,Italian Game,,Italian Variation
13100.0,True,37.0,Mate,Black,10+0,alex_michess,1848.0,saeed,1776.0,e4 e5 Nf3 Nc6 Nf3 a6 Bb3 Nc6 O-O Bg4 b6 Bf4 Bd6 O-O d5 exd5 Bxd5 Nxd5 B,B30,3.0,Sicilian Defense: Zukertort Variation,Sicilian Defense,,Zukertort Variation
905.0,False,32.0,Resign,White,180+15,robie_d,1598.0,saeed,1535.0,e4 e5 Nf3 Nc6 Bc4 Nc3 Bh6 Qe2 Nc3,A00,3.0,Queen's Pawn Game: Two Knights Game,Queen's Pawn Game,,#3
13434.0,True,33.0,Resign,Black,15+0,dave_chess,2139.0,perestra,1660.0,e4 c5 Nf3 d6 Bc4 Nf6 e6 O-O Be7 d3 Nc6 d4 exd4 cxd4 Nxd4 h3 Bf5 g,D10,3.0,Italian Game: Anti-Fried Liver Defense |  Normal Variation,Italian Game,,Anti-Fried Liver Defense
1098.0,True,56.0,Mate,Black,10+0,kev-s-d_m-y,1790.0,dkontakt,1775.0,e4 c5 d3 Nf6 Nf3 Nc6 Be3 d6 d4 e5 Nc3 Nc6 Bb5 Bd3 Nf6 Bd2 d5 Bb3+ Nd2 O-O Q,B01,5.0,Italian Game: Austrian Defense,Italian Game,,Austrian Attack
9063.0,True,39.0,Resign,Black,7+10,chesswithit,1498.0,chesswithit,1457.0,e4 e5 Nf3 Nf6 Nc3 Nf5 Nf3 d6 Qe2 Nc6 Bb4 Bd2 Nd6 O-O O-O Na5 Bd7,A11,2.0,Sicilian Defense: Exchange Variation #2,Sicilian Defense,,Exchange Variation #2
11341.0,True,33.0,Resign,White,10+0,kamilasch,1471.0,c6,1530.0,e4 e5 Nf3 Nc6 Bc4 Nc6 O-O Nf6 Bd3 d6 Nf3 O-O f5 exf5 Nxf5 Qxf5 Q,B50,2.0,Sicilian Defense: Zukertort Variation,Sicilian Defense,,Zukertort Variation
12663.0,True,51.0,Resign,Black,10+0,ian-sass,1048.0,reza-kotroc,1415.0,e4 e5 Nf3 Nc6 d4 d5 Nxd5 Nxe5 Nxe5 Nxc3 Bxc3+ Bf1 Nxe5 dxe5 Nxf6+ Qxf6+ Qxg2 Qe7+ Kg1,C41,10.0,Old Sicilian,Old Sicilian,,Colle System
7081.0,True,39.0,Resign,White,15+15,chesscarl,1340.0,chessnow,1676.0,e4 c6 d4 cxd4 Nf6 Bc4 Bd7 O-O O-O Nf3 b6 Nc3 Nc6 Be,C40,2.0,Sicilian Defense: Central Variation,Sicilian Defense,,Central Variation
10599.0,True,29.0,Resign,White,7+0,time_increment,1852.0,mr-m-1r,1852.0,d4 d5 Bf4 e6 c3 dxe6 Nc3 e5 Bd2 e4 Bd2 Nf6 dxe4 Bxe4 Nxe4 Nxe4 Bd,C20,2.0,Sicilian Defense,Sicilian Defense,,Steinitz Attack
15691.0,True,25.0,Resign,White,10+10,smilio,1580.0,mrmcg,1540.0,e4 c6 Nf3 d5 exd5 Qxd5 Nc3 Qe6 Bb5+ Nd7 Qf3 Qe7 Bd3 Nf6 Ne4 Nd7 Bxc4 bxc4 Qe3,B30,11.0,Berlin Defense: Berlin Defense,Berlin Defense,,Berlin Defense
19061.0,True,72.0,Mate,Black,15+15,arseh,1500.0,yokoud,2008.0,d4 d5 e4 Qe2 c5 Qf3 Nc6 Bg5 Qh5 Bxd2 Nc3 Nc5 d6 e6 Nc3 Nf6 Bxf6+ Ke7 Qd2,C41,3.0,Sicilian Defense: Gunderam Gambit |  Classical Variation,Sicilian Defense,,Gunderam Gambit
13738.0,True,30.0,Resign,White,15+0,gordon,1729.0,ariday7,1591.0,e4 d5 d4 Nf6 Nc3 Bb4 Bd6 c4 e6 c5 Nf3 Be7 Nc6 Nf5 dxc5 Nxc5 Bf5 O-O Nbd7 Bxf6 g3 Ba6,C41,6.0,Scotch Game,Scotch Game,,Scotch Gambit
13446.0,False,30.0,Resign,Black,15+0,ircanov,1654.0,mrjohnson,1576.0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bb4 Bc5 d6 Bc4 Nc5 O-O O-O c5 Qb3 a,C46,4.0,Sicilian Defense: Dutch Variation,Sicilian Defense,,Dutch Variation
1708.0,True,32.0,Resign,White,10+0,shmulke,1583.0,bramsey,1963.0,e4 c5 Nf3 Nc6 g4 cxd4 f6 Bg5 Qd7 Nb3 Re8 O-O b3 a6 Be3 O-O Bg5 Nf6 h3 h6 h4 Nd4 Nxd4 Nxd,C20,7.0,French Defense: Stanley Variation,French Defense,,Stanley Variation
14897.0,True,51.0,Mate,White,15+0,grape,1776.0,black_id,1542.0,d4 d5 c4 Nf6 d4 e6 Nc3 Nf5 Nxf5 Bxf5 Qe7 d5 cxd5 Bxd5 Qxd5 Qxd5 Bxa8 Ra8 Qxe7+ Be7 Bg,C23,2.0,Queen's Gambit: Exchange Variation,Queen's Gambit,,Exchange Variation
11902.0,True,17.0,Resign,White,15+0,sveenius,1774.0,alexanderj,1824.0,e4 e5 Nf3 Nf6 Bc4 Nc6 d3 d6 e5 Nf3 exd4 Nxd4 c3 Nc6 Bb5 Nd7,C21,2.0,Queen's Pawn Game,Queen's Pawn Game,,Advance Variation
2024.0,True,35.0,Resign,White,10+0,drakon,1385.0,fao_wolff,1688.0,e4 e5 f3 Nc6 Nf3 d5 exd5 exd5 Nxd5 Bxd5 Nc3 d3 Qd6 Bc4 b6 a3 Nf6 b4 Bb7 a4 Nc6 Nd4 B,A39,2.0,Kvatschinsky Gambit,Kvatschinsky Gambit,,Dutch Variation
8548.0,True,50.0,Resign,Black,15+15,kakta,1660.0,ed_manga,1548.0,e4 c5 d4 c3 Nf6 e5 e5 B,B20,5.0,Danish Defense: Old Indian Variation,Danish Defense,,Old Indian Attack
10971.0,True,52.0,Mate,Black,10+0,kasperp,1634.0,oggy,1633.0,d4 d5 c4 dxc4 Nf3 Nc3 Bb4 Be3 Nxe3 fxe3 Nf3 e6 Nc3 dxc5 Nxc5 e4 dxe4 Nxe4 Nf4 ex,B00,8.0,King's Pawn Game: Bowdler Attack,King's Pawn Game,,Bowdler Attack
1409.0,True,53.0,Resign,White,10+0,paulmiller,1497.0,chicago_trucks,1719.0,e4 d5 e5 c4 dxc4 dxc4 Nf6 f3 e5 Bc4 Qb4+ Nc3 Nf6 Qd3 Qb6 Bg5 h6 Bh4 Qb5 f4 Qe6 O-O,C41,10.0,Sicilian Defense: Knight Variation |  Black,Sicilian Defense,,Knight Variation
1535.0,False,58.0,Mate,White,7+4,vladimir-san,1531.0,jmiller,1318.0,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bd7 Nf3 O-O Be7 Bxc6 bxc6 dxc6 d3 Nd5 exd3 B,A00,6.0,Sicilian Defense: #2,Sicilian Defense,,#2
6881.0,True,54.0,Resign,White,10+0,chicago_mahawk,1521.0,mrtp,1548.0,e4 e5 d3 Nf6 Nc3 d6 Nf3 Nc6 Bb5 Nc3 Bxc3 Bxc3+ bxc3 Nf6 Bd3,B32,2.0,King's Pawn Game: Morphy Defense,King's Pawn Game,,Morphy Defense
1708.0,True,37.0,Resign,Black,10+0,webmasterm,1696.0,nitsua,1657.0,e4 e5 Nf3 d6 d4 exd4 Nxd4 Qxd4 Bd2 Bxd2 Bg4 Bb4+ c3 Qb6 c4 Qb3 f6 Qb5+ Bd7 Ne5 Bxe,C85,5.0,Philidor Defense: Paulsen Variation,Philidor Defense,,Paulsen Variation
18758.0,True,24.0,Resign,Black,10+0,jovestop,1690.0,dakota,1689.0,e4 e5 Nf3 Nc6 Bb5 Bd7 O-O c4 d5 d3 Qd2 Nxd5 N,A00,3.0,French Defense: Morphy Defense,French Defense,,Morphy Defense
1589.0,True,63.0,Resign,White,10+0,michael_r,1557.0,aaaaaaaad,1576.0,e4 d5 c4 dxc4 e5 c5 Bb4 Nc6 Bxc6 Bxc6 bxc6 Nd4 Nc3 Bf4 d3 Bd6 O-O O-O Bg4 Qd2 g5 Nh5,C20,6.0,Sicilian Defense: Exchange Variation,Sicilian Defense,,Exchange Variation
1410.0,True,19.0,Resign,White,15+15,echess,1732.0,taranga,1606.0,e4 e5 Nf3 Nc6 d4 d5 c5 c5 Nc3 cxd5 Nxd5 Nxd5 Nxd5 Nf3 d6 Bb5 Be7 Qe2,C46,6.0,Ruy Lopez: Two Knights Defense,Ruy Lopez,,Two Knights Defense
14159.0,True,43.0,Resign,White,5+5,sakamurrah,1576.0,jmhgre,1578.0,d4 d5 c4 Nc6 d3 c5 Bb4 Nc3 Bd6 Bf4 Nf6 Bd5 Bb5 a3 Bd7 a4 Bxa4 Nd7 Nxc5 Bf4 Bf5 Nc3,A40,9.0,Scandinavian Defense,Scandinavian Defense,,Mongoose Variation
6090.0,True,39.0,Mate,Black,10+5,kommer,1494.0,miesc,1495.0,e4 c5 Bc4 Bxc4 Nc3 Bf5 Bc5 Nf3 Bg5 Bb5 Qa3 g6 Qd1 Nf6 O-O h3 Qe7 Nh4 Nf6 d,C46,4.0,French Defense: Mustang Defense |  Marshall Snake,French Defense,,Black Mustang Defense
1789.0,True,60.0,Resign,Black,20+0,daniel_kazier,1569.0,edward-s-giles,1597.0,e4 c5 Nf3 Bc6 Nf3 d6 Nc3 Bb4 e6 Nc3 cxd6 d5 Bb5 Bd7 Qa4 f5 Qb6 b3 N,B50,1.0,Hungarian Opening: Flohr Variation,Hungarian Opening,,Flohr Variation
5956.0,True,56.0,Resign,Black,10+0,masterdou,1698.0,bmcho,1713.0,e4 e5 Nf3 Nf6 Nc3 d6 Nc3 d5 exd5 exd5 Nxd5 Nxd5 Qxd5+ Qe2+ Ke,C00,5.0,Zukertort Opening: Chigorin Variation,Zukertort Opening,,Chigorin Variation
4562.0,True,58.0,Mate,Draw,10+0,dk-d-ruh,1394.0,gonzalo11,1716.0,c4 c5 e4 Nc6 d4 e5 Nf3 Bc5 Bb5 Bd3 Nf6 Nf3 Be7 Nc3 O-O b5 Nxc4 Bb3 O-O Nd5 Qa4,A09,2.0,Caro-Kann Defense: Boi Variation,Caro-Kann Defense,,Boi Variation
10041.0,True,52.0,Resign,Black,10+0,ekora,1500.0,edam,1500.0,e4 e6 O-O Nc6 Nc3 d5 Bb5 d3 Nd4 Bd6 Bd3 Bxc3,A04,4.0,Knight Variation,Knight Variation,,Knight Variation
5232.0,True,31.0,Resign,White,10+0,iambz,1514.0,shmarr,1500.0,e4 e5 d4 Nf6 Nc3 Nf3 Nf6 Bb5 Bb4+ Nc6 O-O Be7 O-O d5 e5 Nbd7 Nd2 Nxd5 exd5,C02,6.0,Sicilian Defense: Symmetrical Variation |  Advance Variation,Sicilian Defense,,Symmetrical Variation
12893.0,True,9.0,Draw,Black,5+5,thebest,1277.0,amir,1528.0,d4 d5 Bb5 e4 Bb6 Nc3 Nf6 Bxc3 f6 d5 exd5 Nxd5 e5 Nc3 Qd6 Bd5+ Nxd5 exd5,C00,3.0,King's Pawn Game: Hartlaub-Charlick Gambit |  Steinitz-Palmer Variation,King's Pawn Game,,Hartlaub-Charlick Gambit
9961.0,True,57.0,Mate,Black,15+15,kunik,1540.0,sasvibonov,1520.0,e4 d5 d3 e5 Nc3 Qf6 Nf3 h6 h4 dxe5 fxe5 Qxf3+ gxf3 Bg2 Qxd4+ Be2 Bg7+ Kh1 Bxd,C50,3.0,English Opening: Exchange Variation,English Opening,,Exchange Variation
18357.0,True,36.0,Mate,White,10+0,elex,1442.0,rik_mikael,1711.0,d4 d5 Nf3 Nc6 c4 e6 e3 Nc6 Qh5 e4 c5 dxe4 Nxe4,A07,6.0,King's Indian Attack,King's Indian Attack,,Modern Line
16053.0,True,33.0,Mate,Black,10+0,kojas,1786.0,egorolov,1785.0,e4 e5 c5 Nf3 Nc6 Nf3 c4 Nf6 Bc5 Bc4 a3 O-O e5 Nc6 Bxc4 Nxc4,C21,4.0,Sicilian Defense,Sicilian Defense,,Classical Variation
16984.0,True,71.0,Mate,Black,10+0,cserra1989,1167.0,cserra,1174.0,e4 c5 Nf3 g6 Bg5 e6 d4 Nf6 Nc3 Bg7 d5 Nxd5 Nxd5 Qxd5 Bxd5 Nbd7 Qf3 Bh6 Qg5+ Kf1 Qg7 Nd,A42,4.0,Italian Game: Mieses-Kotroc Variation,Italian Game,,Mieses-Kotroc Variation
2028.0,True,76.0,Resign,Black,15+15,nikolasen,1365.0,mircle,1434.0,e4 e5 Bf5 Nf3 Nc6 d3 d6 Be2 Bg4 Ne5 Nf6 Nc3 O-O d5 Bc4 c4 a3 O-O O-O Nd4 Bxc3 N,C50,5.0,Queen's Gambit,Queen's Gambit,,Black Mustang Defense
1410.0,True,47.0,Resign,Black,15+5,black_id,1483.0,amitadam,1474.0,e4 d5 d4 Nf6 c4 e5 Nc3 Bb6 Bc4 d6 cxd4 cxd4 Nc6 Nf3 Bb4,C00,2.0,French Defense: Dutch Variation,French Defense,,Dutch Variation
4896.0,False,32.0,Mate,White,10+0,danny_mcdoll,1229.0,mccormo,1231.0,e4 e5 Nf3 Nc6 d4 d5 e6 Nf3 Nc3 Bb4 Bd2 Bxd4 exd4 Nxd4 exd4 O-O Bf5 dxe5 Qd2 Qxe,B20,3.0,Philidor Defense,Philidor Defense,,Austrian Defense
944.0,True,44.0,Resign,Black,5+4,egotist,1675.0,kamil,1776.0,e4 e5 Nf3 Bc5 Nf6 Nc3 Bc4 Nc3 Bb6 Bd6 O-O e5 Nxe5 fxe5 Nxe5 d4 Qe2 Qd2 Qe7 Nb4,C00,4.0,Sicilian Defense: Italian Variation,Sicilian Defense,,Italian Variation
8193.0,True,50.0,Out of Time,Black,20+0,mr_hc,1653.0,alexbastard,1498.0,e4 Nc3 Nf6 e5 Rc8 Nf3 Nc6 Bc4 e6 Qe2 Nf3 Bg4 f3 O-O Be2 Nxf3 Bxf3 e5 d4,D00,4.0,Italian Game: Schlechter Variation,Italian Game,,Schlechter Variation
8013.0,True,47.0,Resign,White,15+0,sveenemann,1565.0,irishman,1461.0,e4 e5 Nf3 d6 Bc4 d5 Bb5 Nf6 Nc3 Bd5 O-O Nxf3+ e6 N,B21,4.0,Scotch Game: Scotch Gambit,Scotch Game,,Scotch Gambit
15694.0,True,24.0,Mate,White,10+0,dakadakim,1570.0,shala,1500.0,e4 e6 Nf3 Nc6 d3 exd3 Nxd3 Nxd3 Nf6 Bg5 Bg7 O-,B01,3.0,Sicilian Defense: Three Knights Variation |  Alapin Variation,Sicilian Defense,,Three Knights Variation
13232.0,True,25.0,Resign,White,10+0,vladimir_g,1525.0,black_rating,1522.0,e4 e6 Nf3 d6 d4 exd4 Nxd4 Nxd4 Nc3 Nf6 Bb5 Bxc3 Bc4 Nge7 b,C21,6.0,Italian Game: Black Mustang Defense,Italian Game,,Black Mustang Defense
13790.0,True,42.0,Resign,White,15+15,mcd47,1717.0,marocupola,1422.0,d4 c6 Nc3 e5 d5 exd5 Bb5 Bh6 Bd3 Bg4 O-O Nf3 Bxf3 N,B02,2.0,English Opening,English Opening,,Marshall Defense
18446.0,True,88.0,Resign,White,7+8,sfh,1786.0,sergeoc,1632.0,e4 d5 e3 dxe4 Bd3 Nf6 Nf3 Bg4 f3 Be7 Nc3 Re8 Be3 Nf6 O-O Be6 Nxf6+ Kxf6 Bxf6 Nd7 Bxb7,B23,2.0,French Defense: Agincourt Defense,French Defense,,Agincourt Defense
1306.0,False,55.0,Resign,Black,10+0,rachat_gordon,1415.0,theprodigy,1424.0,d4 d5 Nf6 Nc3 e6 c3 Nc6 e4 Bc2 Bb4 e5 dxe4 Bxe4 e3 Nf3 Nf6 Nc3 O-,D00,7.0,Quiet System: Normal Variation,Quiet System,,Quiet System
17826.0,True,33.0,Mate,Black,15+0,tazh,1742.0,drakonov,1722.0,e4 e5 Nf3 Nc6 d4 Nc3 d5 Nf6 Bb5 Be7 Nd3 Bxe5 Nxe5 Ng4 Nf6 Nxf4 Bxf4 O-O Qc2 d4 Bg5 Bc4 Bxc4 Nxc4 Q,C20,3.0,English Opening: Bowdler Attack,English Opening,,Bowdler Attack
14887.0,True,34.0,Resign,Black,10+0,lily_chess,1363.0,saeed,1376.0,e4 e5 Nf3 d6 d3 Nc6 Nf4 Nf6 Bb5 Nd2 Nf3 Bxf3 Qxf3 Nc6 Qe2 Qf4 c3 Qe2,C61,3.0,French Defense,French Defense,,Normal Defense
5.0,True,33.0,Resign,White,10+0,arjan_t,1319.0,ejd,1219.0,e4 e5 Nf3 Nf6 d4 e6 Bc4 d6 d5 Nc3 Qf6 a3 Nc6 a4 Nxd4 Bxd4 Nxd4 Nxd4 Qd3 Nb5 Nc4,B06,3.0,Zukertort Opening: #4,Zukertort Opening,,#4
2972.0,True,73.0,Resign,Black,10+0,corsica_chess,1548.0,time_increment,1610.0,e4 e6 d3 Nc6 Nf3 d6 Be2 a6 Be3 Nd4 f3 Nc6 a4 Bb7 Bg5 h6 Bc4 e5 Bg6 Be3,B01,4.0,King's Pawn,King's Pawn,,Khan Gambit
15789.0,False,32.0,Resign,Black,10+0,chessch,1632.0,chesschess,1794.0,c4 c5 Nf3 d6 h3 Nc6 Bd3 g5 Nh4 Bd7 Nh5 Qh6 g4 g5 d5 Ne5 Bd3,B23,7.0,Danish Defense: Pirc Invitation,Danish Defense,,Pirc Invitation
676.0,True,63.0,Resign,Black,10+2,chessmasterchess,1656.0,mccloud,1633.0,d4 Nf6 e4 e5 Nc3 d5 exd5 exd5 Nxd5 c3 Nc6 dxe4 dxe4 Bb4 Nf3 Bb6 Bc4 O-O O-O Bxc4 O-O Nf6,D02,5.0,Sicilian Defense,Sicilian Defense,,Nimzowitsch Variation
14454.0,True,39.0,Resign,Black,15+0,pauli,1533.0,rik_chandler,1493.0,d4 d5 e3 Nf6 Nc3 Nf3 e5 Nf3 Qh4 Qf3 Be7 h3 Bf5 Nd5 Ne5 g6 Nxe5 Qxe,A45,3.0,Icelandic-Palm Gambit Accepted: Icelandic-Palm Gambit,Icelandic-Palm Gambit,,Icelandic-Palme Gambit
18109.0,True,36.0,Resign,Black,10+0,anon_m8,1654.0,dapelle,1654.0,e4 e5 Nf3 Nf6 Nc3 Bg4 h3 Nc6 Nbd2 O-O O-O Be7 Bc4 Bb4,B30,1.0,Four Knights Variation,Four Knights Game,,Three Knights Variation
17059.0,True,40.0,Resign,White,10+0,jmarshaff,1706.0,mehmetem,1376.0,e4 c5 d4 dxc5 Nc3 Nf6 Bb5 e6 e6 Bc4 Nd7,B01,4.0,Italian Game: Bowdler Attack,Italian Game,,Bowdler Attack
18692.0,True,51.0,Resign,Black,10+0,chrisg,1498.0,fandrey,1570.0,d4 Nf6 Bf3 Bd6 c4 d5 O-O-O Nc3 e6 a3 Qd2 Nd5 Nxe6 Bxe6 Bd3 c5 Rc1,A00,4.0,Ruy Lopez: Smith-Morra Gambit Declined |  Main Line,Ruy Lopez,,Smith-Morra Gambit Declined
8581.0,True,55.0,Resign,White,15+0,mr_fjr,1787.0,thebestguy,1731.0,d4 Nf6 dxe5 Nc3 Nc6 e3 Ng5 h3 Nf3 Nxf3 Nxf3,B00,6.0,King's Pawn Game: Steinitz Defense,King's Pawn Game,,Steinitz Defense
567.0,True,52.0,Mate,Black,10+0,aaron_pancz,1397.0,karthakar,1604.0,e4 e5 Nf3 d6 Bf3 a6 O-O g6 h4 Bg7 Nh5 Bxh5 f3 Nf6 Bxf3 exf3 Nxf3 Qxf3 Qxf3+ Kxf3 Qxf3 Rg8 Kh1,C20,5.0,Berlin Defense: Berlin Defense,Berlin Defense,,Berlin Defense
880.0,True,40.0,Out of Time,White,10+0,kasparov,1477.0,sergei_chess,1459.0,e4 e5 Nc3 Nf6 d4 d5 b3 Bg4 Bb7 g3 Nc6 Bd3 h6 Na4 c5 Bd,A00,10.0,Bishop's Opening: Cozio Defense |  Marshall Defense,Bishop's Opening,,Cozio Defense
15896.0,True,2.0,Resign,Black,10+0,niklos_moves,1500.0,yomitsukhyuz,1500.0,e4 e5 d4 Nf6 Bb5 Nf3 c5 Bc4 e4 Bd5 Bxd5 Nxd5+ Nxd5 cxd5 Bd2 Qe6 Nc3 Qc6 O-O c4 N,D10,8.0,French Defense: Knight Variation,French Defense,,Knight Variation
1500.0,True,39.0,Mate,White,45+5,seagemann,1660.0,vladimir-lupin-wolle-chess,1613.0,d4 d5 c4 e6 e3 Nf6 c5 Bb3 Bd6 Na4 Bc5 cxd5 exd5 Qxd5 Nf3 Qe7 Qb3 Nc6 Nf3 Q,C00,6.0,French Defense: Exchange Variation,French Defense,,Exchange Variation
986.0,True,50.0,Mate,Black,10+0,the_chess_saras_dansky,1887.0,the_chess_saras_dansky,1848.0,d4 d5 c4 e6 Nf3 b6 Nf3 c5 Bd3 Nc3 Bg5 Nf6 Nxc3 cxd,B01,4.0,Sicilian Defense,Sicilian Defense,,#2
11561.0,True,39.0,Resign,Black,15+15,sikhs,1366.0,kokurup,1510.0,e4 e5 Nf3 Nc6 Bc4 Nd7 d3 d6 c3 Bxc3 Bxc3 d6 d4 cxd4 Nxd4 Qb6 Be3 Nc6 Bf4 B,C55,4.0,Queen's Indian Defense: Zukertort Variation,Queen's Indian Defense,,Flohr Variation
12963.0,True,39.0,Resign,White,10+0,gonzi,1701.0,vadduzhiev,1638.0,e4 e5 Nf3 d6 Bc4 Nc6 d3 Nf6 Be3 Nc6 Bg5 Bxf3 Qxf3 Qxf3 Bg4 Qd2 Qd2 Qb6 Qa4+,D00,4.0,Queen's Gambit Declined,Queen's Gambit,,#2
15692.0,True,9.0,Mate,White,15+0,dahydas,1775.0,nikram,1583.0,d4 d5 exd5 Nf3,B25,3.0,Philidor Defense: Exchange Variation,Philidor Defense,,Exchange Variation
